Wall time,Step,Value
1734807871.556847,1,66.079345703125
1734808073.4600554,2,45.27001190185547
1734808275.4606595,3,35.88381576538086
1734808477.2678254,4,31.01673698425293
1734808679.596842,5,28.06956672668457
1734808881.5000951,6,25.61986541748047
1734809083.5400622,7,23.791616439819336
1734809285.5337062,8,22.752105712890625
1734809488.5302234,9,21.591096878051758
1734809690.1096835,10,20.612014770507812
