Wall time,Step,Value
1734807740.358918,0,9.999999747378752e-05
1734807942.9833655,1,9.999999747378752e-05
1734808144.319343,2,9.999999747378752e-05
1734808346.3333962,3,9.999999747378752e-05
1734808548.43339,4,9.999999747378752e-05
1734808751.197508,5,9.999999747378752e-05
1734808952.4588854,6,9.999999747378752e-05
1734809154.4537206,7,9.999999747378752e-05
1734809357.1888654,8,9.999999747378752e-05
1734809558.924984,9,9.999999747378752e-05
